"particle_no","lon","lat","height","hour"
"00072",-88.942,34.5582,98,15
"00073",-88.88,34.4795,37,15
"00074",-88.9525,34.5217,137,15
"00075",-88.9455,34.6314,36,15
"00076",-88.8391,34.4647,20,15
"00077",-88.9498,34.4829,100,15
"00078",-88.9054,34.5872,48,15
"00079",-88.92,34.763,98,15
"00080",-88.9543,34.4911,137,15
"00081",-88.9045,34.7894,179,15
"00082",-88.9416,34.5883,102,15
"00083",-88.9353,34.3967,76,15
"00084",-88.9166,34.7087,124,15
"00085",-88.9141,34.7807,102,15
"00086",-88.932,34.684,129,15
"00087",-88.897,34.6136,59,15
"00088",-88.8961,34.8697,160,15
"00089",-88.8987,34.5835,22,15
"00090",-88.9528,34.5161,62,15
"00091",-88.889,34.398,20,15
"00092",-88.9071,34.4556,51,15
"00093",-88.9113,34.5168,4,15
"00094",-88.8955,34.543,24,15
"00095",-88.8538,34.2568,100,15
"00096",-88.9359,34.4056,34,15
"00097",-88.8917,34.5831,57,15
"00098",-88.9167,34.6185,72,15
"00099",-88.9328,34.6457,75,15
"00100",-88.9419,34.6162,56,15
"END",NA,NA,NA,15
"00001",-88.9986,35.0865,124,16
"00002",-88.918,34.8196,12,16
"00003",-88.9734,35.2275,82,16
"00004",-89.0152,34.7827,75,16
"00005",-88.976,35.1329,334,16
"00006",-89.0056,35.0197,50,16
"00007",-89.0143,34.9404,101,16
"00008",-88.9993,35.0076,220,16
"00009",-89.0173,34.9071,76,16
"00010",-89.0164,34.9033,107,16
"00011",-88.9469,34.9627,49,16
"00012",-89.0153,34.9365,109,16
"00013",-88.9829,35.1322,52,16
"00014",-89.0042,35.0012,313,16
"00015",-88.9653,34.8941,46,16
"00016",-88.9975,35.0492,346,16
"00017",-88.9614,35.1344,193,16
"00018",-89.0111,34.8542,159,16
"00019",-88.9975,35.0292,174,16
"00020",-88.9874,35.0039,16,16
"00021",-88.9932,34.9424,137,16
"00022",-88.935,34.8444,47,16
"00023",-89.0021,34.8536,128,16
"00024",-88.9785,35.0789,57,16
"00025",-88.9735,35.0669,369,16
"00026",-88.9806,35.0513,337,16
"00027",-89.0148,34.8213,111,16
"00028",-89.033,34.7386,44,16
"00029",-88.9761,34.872,58,16
"00030",-88.9578,35.1544,169,16
"00031",-88.949,34.6605,3,16
"00032",-88.9645,34.9861,53,16
"00033",-89.0273,34.6918,109,16
"00034",-88.9993,34.7876,84,16
"00035",-89.0127,34.7311,49,16
"00036",-89.021,34.7937,143,16
"00037",-88.9993,34.8743,115,16
"00038",-88.9208,34.632,4,16
"00039",-89.0232,34.8227,144,16
"00040",-88.9152,34.7855,27,16
"00041",-88.9937,35.0302,275,16
"00042",-88.99,34.9721,105,16
"00043",-88.9818,34.6429,49,16
"00044",-88.9235,34.6974,25,16
"00045",-89.004,34.7774,63,16
"00046",-88.9697,34.638,71,16
"00047",-88.99,34.8593,66,16
"00048",-88.9638,35.0366,151,16
"00049",-88.9925,34.8417,52,16
"00050",-88.9779,34.9809,118,16
"00051",-88.9687,34.9915,102,16
"00052",-88.9601,34.9719,154,16
"00053",-88.9901,34.9359,121,16
"00054",-88.9355,35.0406,165,16
"00055",-88.9958,34.8807,86,16
"00056",-89.0002,34.9292,50,16
"00057",-88.959,35.0299,182,16
"00058",-88.9769,34.9132,56,16
"00059",-88.975,34.9397,121,16
"00060",-88.9566,34.8782,43,16
"00061",-88.9849,34.882,108,16
"00062",-88.8725,34.8628,24,16
"00063",-88.9916,34.798,130,16
"00064",-88.9795,34.9228,94,16
"00065",-88.9731,34.942,130,16
"00066",-88.9595,35.0134,223,16
"00067",-88.9698,34.8117,42,16
"00068",-88.9649,34.5133,60,16
"00069",-88.9579,35.0678,171,16
"00070",-89.0072,34.7046,120,16
"00071",-88.9344,35.0759,180,16
"00072",-88.9926,34.7289,93,16
"00073",-88.9281,34.6373,62,16
"00074",-89.0004,34.6963,118,16
"00075",-88.988,34.7957,32,16
"00076",-88.8804,34.6172,21,16
"00077",-89.0023,34.6508,119,16
"00078",-88.9518,34.7509,47,16
"00079",-88.9639,34.9401,93,16
"00080",-89.0025,34.6664,118,16
"00081",-88.9373,34.977,183,16
"00082",-88.9923,34.7602,85,16
"00083",-88.9929,34.5576,87,16
"00084",-88.9587,34.8869,124,16
"00085",-88.9562,34.958,93,16
"00086",-88.974,34.863,127,16
"00087",-88.9464,34.7797,49,16
"00088",-88.9294,35.0553,210,16
"00089",-88.9373,34.7418,24,16
"00090",-89.005,34.6789,39,16
"00091",-88.9332,34.549,31,16
"00092",-88.959,34.6143,33,16
"00093",-88.9475,34.6709,27,16
"00094",-88.9369,34.7013,12,16
"00095",-88.9157,34.4174,103,16
"00096",-88.9858,34.5602,14,16
"00097",-88.9422,34.7474,59,16
"00098",-88.9662,34.7871,93,16
"00099",-88.9854,34.8148,89,16
"00100",-88.9908,34.7812,61,16
"END",NA,NA,NA,16
"00001",-89.0885,35.273,176,17
"00002",-88.962,34.9858,22,17
"00003",-89.0481,35.4001,31,17
"00004",-89.0717,34.9538,76,17
"00005",-88.9599,35.3473,454,17
"00006",-89.0541,35.1961,321,17
"00007",-89.0621,35.1133,102,17
"00008",-89.0227,35.1925,442,17
"00009",-89.0844,35.0863,120,17
"00010",-89.064,35.0865,294,17
"00011",-88.9972,35.1299,247,17
"00012",-89.0716,35.1153,337,17
"00013",-89.0104,35.2879,143,17
"00014",-89.0022,35.2039,467,17
"00015",-89.0198,35.0612,87,17
"00016",-88.9917,35.2566,232,17
"00017",-89.0351,35.3321,439,17
"00018",-89.0554,35.0295,153,17
"00019",-89.0497,35.2098,272,17
"00020",-89.0284,35.1712,368,17
"00021",-89.045,35.1269,232,17
"00022",-88.9938,35.0151,168,17
"00023",-89.0436,35.0399,322,17
"00024",-89.0268,35.2467,121,17
"00025",-88.9586,35.287,44,17
"00026",-88.9731,35.2607,223,17
"00027",-89.0641,34.9996,99,17
"00028",-89.0859,34.9058,44,17
"00029",-89.0201,35.043,80,17
"00030",-89.024,35.3243,396,17
"00031",-88.9977,34.8208,5,17
"00032",-89.0057,35.1566,148,17
"00033",-89.0823,34.8653,102,17
"00034",-89.0549,34.96,90,17
"00035",-89.0674,34.8988,48,17
"00036",-89.0667,34.9747,145,17
"00037",-89.05,35.0538,237,17
"00038",-88.9697,34.7908,4,17
"00039",-89.0675,35.0029,4,17
"00040",-88.9626,34.9526,5,17
"00041",-89.0099,35.2336,18,17
"00042",-89.021,35.1509,72,17
"00043",-89.0394,34.808,48,17
"00044",-88.9736,34.8616,34,17
"00045",-89.0605,34.9472,71,17
"00046",-89.0318,34.8042,82,17
"00047",-89.0406,35.0412,249,17
"00048",-88.9942,35.2297,411,17
"00049",-89.0417,35.014,325,17
"00050",-89.032,35.162,161,17
"00051",-89.0384,35.1615,163,17
"00052",-89.0113,35.167,163,17
"00053",-89.0314,35.1176,208,17
"00054",-88.9849,35.2398,292,17
"00055",-89.0463,35.0499,296,17
"00056",-89.0528,35.1047,308,17
"00057",-89.0268,35.2162,332,17
"00058",-89.0284,35.0928,233,17
"00059",-89.0256,35.1171,15,17
"00060",-89.0123,35.0568,200,17
"00061",-89.0323,35.0492,150,17
"00062",-88.921,35.0379,208,17
"00063",-89.0393,34.9773,132,17
"00064",-89.0425,35.0933,430,17
"00065",-89.0069,35.1237,411,17
"00066",-88.9673,35.212,383,17
"00067",-89.0205,34.9821,30,17
"00068",-89.0266,34.6736,52,17
"00069",-89.0101,35.2459,124,17
"00070",-89.0585,34.8803,138,17
"00071",-88.9711,35.2749,381,17
"00072",-89.0485,34.9014,102,17
"00073",-88.9879,34.802,75,17
"00074",-89.0536,34.8701,103,17
"00075",-89.0382,34.9645,41,17
"00076",-88.9322,34.7763,6,17
"00077",-89.0563,34.8237,107,17
"00078",-89.0049,34.9191,56,17
"00079",-89.0084,35.1124,45,17
"00080",-89.0562,34.8405,131,17
"00081",-88.9742,35.1641,347,17
"00082",-89.0497,34.9317,76,17
"00083",-89.0542,34.7238,85,17
"00084",-89.0035,35.0805,131,17
"00085",-89.0054,35.1276,312,17
"00086",-89.0252,35.0495,216,17
"00087",-89.0007,34.9485,38,17
"00088",-88.9602,35.2547,388,17
"00089",-88.9857,34.9069,21,17
"00090",-89.0593,34.8437,18,17
"00091",-88.9891,34.7082,46,17
"00092",-89.0144,34.7759,34,17
"00093",-89,34.8342,23,17
"00094",-88.9838,34.8641,17,17
"00095",-88.9796,34.5814,85,17
"00096",-89.0381,34.7176,5,17
"00097",-88.9987,34.916,59,17
"00098",-89.0186,34.9615,103,17
"00099",-89.0409,34.9889,80,17
"00100",-89.0464,34.9511,57,17
"END",NA,NA,NA,17
"00001",-89.1876,35.4797,418,18
"00002",-89.0124,35.1666,246,18
"00003",-89.1329,35.5504,23,18
"00004",-89.1407,35.1264,261,18
"00005",-88.9244,35.5775,7,18
"00006",-89.042,35.3973,388,18
"00007",-89.0959,35.2878,251,18
"00008",-88.9936,35.4114,552,18
"00009",-89.1559,35.2673,2,18
"00010",-89.0798,35.2909,105,18
"00011",-89.0387,35.3183,171,18
"00012",-89.0685,35.3281,166,18
"00013",-89.0778,35.4498,46,18
"00014",-88.962,35.4284,446,18
"00015",-89.064,35.2257,374,18
"00016",-89.0242,35.4524,319,18
"00017",-89.037,35.5655,470,18
"00018",-89.0973,35.1889,300,18
"00019",-89.0949,35.414,125,18
"00020",-89.0248,35.3842,374,18
"00021",-89.0784,35.3042,373,18
"00022",-89.057,35.1989,99,18
"00023",-89.048,35.2412,447,18
"00024",-89.0947,35.3898,341,18
"00025",-89.0132,35.4465,345,18
"00026",-89.0208,35.4556,336,18
"00027",-89.115,35.1586,204,18
"00028",-89.1477,35.0798,156,18
"00029",-89.0712,35.2168,126,18
"00030",-89.0309,35.5311,229,18
"00031",-89.0584,34.9883,9,18
"00032",-89.0805,35.349,357,18
"00033",-89.1454,35.0414,185,18
"00034",-89.1092,35.1338,264,18
"00035",-89.1262,35.0716,33,18
"00036",-89.1328,35.1463,221,18
"00037",-89.0782,35.2386,403,18
"00038",-89.0308,34.9566,8,18
"00039",-89.11,35.1563,137,18
"00040",-89.011,35.1302,57,18
"00041",-89.0778,35.3938,353,18
"00042",-89.0517,35.3294,219,18
"00043",-89.1048,34.9767,50,18
"00044",-89.0356,35.028,118,18
"00045",-89.1175,35.1186,53,18
"00046",-89.0989,34.9743,77,18
"00047",-89.0615,35.2384,117,18
"00048",-88.9691,35.4548,406,18
"00049",-89.0491,35.2089,288,18
"00050",-89.0988,35.3414,44,18
"00051",-89.1154,35.3465,252,18
"00052",-89.0655,35.3759,327,18
"00053",-89.0889,35.3024,306,18
"00054",-88.9844,35.4391,303,18
"00055",-89.0582,35.2505,125,18
"00056",-89.0818,35.3228,21,18
"00057",-89.0604,35.423,442,18
"00058",-89.0488,35.2819,363,18
"00059",-89.1008,35.3017,205,18
"00060",-89.071,35.228,195,18
"00061",-89.0962,35.2416,33,18
"00062",-88.9779,35.2247,104,18
"00063",-89.0975,35.1504,143,18
"00064",-89.0263,35.3127,348,18
"00065",-88.9821,35.3432,394,18
"00066",-88.9484,35.4284,45,18
"00067",-89.0932,35.1553,127,18
"00068",-89.0947,34.8376,49,18
"00069",-89.0996,35.4238,124,18
"00070",-89.1201,35.0613,11,18
"00071",-88.9594,35.497,83,18
"00072",-89.1084,35.0768,363,18
"00073",-89.0558,34.9705,73,18
"00074",-89.1154,35.0427,316,18
"00075",-89.1133,35.1335,344,18
"00076",-88.9927,34.9404,4,18
"00077",-89.1169,34.9973,103,18
"00078",-89.0674,35.0882,250,18
"00079",-89.0748,35.2806,187,18
"00080",-89.1129,35.0184,142,18
"00081",-88.978,35.3769,463,18
"00082",-89.1377,35.0973,345,18
"00083",-89.1213,34.8924,87,18
"00084",-89.0682,35.2671,375,18
"00085",-89.0073,35.3237,164,18
"00086",-89.0461,35.2326,102,18
"00087",-89.052,35.1152,18,18
"00088",-88.9501,35.4762,425,18
"00089",-89.0429,35.0703,408,18
"00090",-89.1196,35.0143,241,18
"00091",-89.0561,34.8731,48,18
"00092",-89.0789,34.9424,28,18
"00093",-89.0612,35.0027,42,18
"00094",-89.0356,35.0332,311,18
"00095",-89.0512,34.7448,85,18
"00096",-89.1011,34.8813,0,18
"00097",-89.0576,35.0992,288,18
"00098",-89.0772,35.13,123,18
"00099",-89.1199,35.168,197,18
"00100",-89.1216,35.1207,196,18
"END",NA,NA,NA,18
"00001",-89.212,35.7228,256,19
"00002",-89.043,35.3633,193,19
"00003",-89.2625,35.6933,75,19
"00004",-89.1695,35.3224,301,19
"00005",-88.9745,35.7332,256,19
"00006",-89.0288,35.6135,398,19
"00007",-89.1021,35.4818,120,19
"00008",-88.945,35.654,458,19
"00009",-89.2218,35.4632,379,19
"00010",-89.1633,35.4539,129,19
"00011",-89.0919,35.468,207,19
"00012",-89.1099,35.502,12,19
"00013",-89.1436,35.5964,344,19
"00014",-88.9417,35.6491,18,19
"00015",-89.0533,35.4368,363,19
"00016",-89.0474,35.6525,7,19
"00017",-89.0312,35.8101,479,19
"00018",-89.1149,35.3747,388,19
"00019",-89.2092,35.5991,87,19
"00020",-89.0317,35.6012,574,19
"00021",-89.0846,35.5039,254,19
"00022",-89.1722,35.3777,318,19
"00023",-89.0273,35.4659,416,19
"00024",-89.1172,35.5736,521,19
"00025",-89.0185,35.6524,428,19
"00026",-89.0322,35.6704,276,19
"00027",-89.153,35.3305,270,19
"00028",-89.1908,35.2678,80,19
"00029",-89.1453,35.4076,29,19
"00030",-89.1028,35.7009,165,19
"00031",-89.1195,35.1576,110,19
"00032",-89.1083,35.5707,343,19
"00033",-89.214,35.2277,337,19
"00034",-89.1265,35.3313,16,19
"00035",-89.204,35.2396,239,19
"00036",-89.1783,35.3379,238,19
"00037",-89.0712,35.4532,281,19
"00038",-89.1061,35.131,120,19
"00039",-89.1649,35.331,70,19
"00040",-89.0844,35.3161,27,19
"00041",-89.0874,35.6054,464,19
"00042",-89.0822,35.5323,280,19
"00043",-89.1825,35.1476,324,19
"00044",-89.0893,35.1948,167,19
"00045",-89.1898,35.3019,174,19
"00046",-89.1806,35.1401,385,19
"00047",-89.1276,35.4122,351,19
"00048",-88.9557,35.677,130,19
"00049",-89.0895,35.4001,32,19
"00050",-89.2062,35.5301,389,19
"00051",-89.1498,35.5577,219,19
"00052",-89.0947,35.5992,470,19
"00053",-89.1028,35.5141,112,19
"00054",-88.9881,35.627,315,19
"00055",-89.1247,35.4433,158,19
"00056",-89.1519,35.4912,45,19
"00057",-89.069,35.6544,73,19
"00058",-89.0506,35.4927,461,19
"00059",-89.1687,35.4959,481,19
"00060",-89.1246,35.4181,28,19
"00061",-89.2019,35.4396,169,19
"00062",-89.0485,35.3778,27,19
"00063",-89.1821,35.3292,90,19
"00064",-89.0388,35.5226,119,19
"00065",-88.9755,35.562,20,19
"00066",-89.0321,35.5985,345,19
"00067",-89.1629,35.3374,62,19
"00068",-89.169,35.0067,53,19
"00069",-89.2113,35.6051,365,19
"00070",-89.1916,35.2486,152,19
"00071",-88.9953,35.6734,386,19
"00072",-89.1137,35.2875,42,19
"00073",-89.1353,35.1385,31,19
"00074",-89.1258,35.2362,27,19
"00075",-89.1327,35.3393,368,19
"00076",-89.0605,35.1237,82,19
"00077",-89.1915,35.1657,78,19
"00078",-89.1163,35.2656,303,19
"00079",-89.101,35.4519,65,19
"00080",-89.1747,35.1936,118,19
"00081",-88.9595,35.6113,641,19
"00082",-89.1578,35.3054,295,19
"00083",-89.2025,35.0625,399,19
"00084",-89.076,35.4825,430,19
"00085",-89.0616,35.4856,304,19
"00086",-89.1017,35.3908,408,19
"00087",-89.1245,35.285,399,19
"00088",-88.9412,35.7037,526,19
"00089",-89.035,35.2834,478,19
"00090",-89.149,35.1964,217,19
"00091",-89.1299,35.0439,249,19
"00092",-89.1518,35.0987,241,19
"00093",-89.151,35.1676,149,19
"00094",-89.0425,35.2374,392,19
"00095",-89.1278,34.9119,78,19
"00096",-89.1733,35.0529,66,19
"00097",-89.0758,35.3101,386,19
"00098",-89.1284,35.3008,346,19
"00099",-89.1654,35.3554,516,19
"00100",-89.166,35.305,185,19
"END",NA,NA,NA,19
"00001",-89.3101,35.9574,513,20
"00002",-89.0996,35.5753,208,20
"00003",-89.3766,35.8488,314,20
"00004",-89.2087,35.5215,118,20
"00005",-88.9858,35.8911,628,20
"00006",-89.0215,35.8381,710,20
"00007",-89.1916,35.6718,132,20
"00008",-88.9332,35.8883,438,20
"00009",-89.2291,35.7005,271,20
"00010",-89.2463,35.627,265,20
"00011",-89.1669,35.6119,156,20
"00012",-89.1454,35.6672,366,20
"00013",-89.1453,35.8074,562,20
"00014",-89.0491,35.8192,406,20
"00015",-89.0578,35.6498,314,20
"00016",-89.1415,35.8327,526,20
"00017",-89.0288,36.0619,611,20
"00018",-89.1204,35.5886,396,20
"00019",-89.3477,35.7827,452,20
"00020",-88.9912,35.8644,33,20
"00021",-89.1463,35.6885,384,20
"00022",-89.2312,35.594,317,20
"00023",-89.0303,35.6936,545,20
"00024",-89.0951,35.8119,598,20
"00025",-89.0122,35.8822,391,20
"00026",-89.0777,35.8757,123,20
"00027",-89.1809,35.5289,124,20
"00028",-89.2847,35.4465,83,20
"00029",-89.2335,35.5864,328,20
"00030",-89.2161,35.8611,552,20
"00031",-89.1913,35.3095,370,20
"00032",-89.1566,35.7979,383,20
"00033",-89.2449,35.439,117,20
"00034",-89.2002,35.5021,86,20
"00035",-89.2667,35.4329,22,20
"00036",-89.2391,35.5474,12,20
"00037",-89.1028,35.6604,117,20
"00038",-89.1856,35.3125,360,20
"00039",-89.2246,35.5135,79,20
"00040",-89.1894,35.4941,418,20
"00041",-89.0748,35.8454,390,20
"00042",-89.1088,35.7342,20,20
"00043",-89.2069,35.3446,263,20
"00044",-89.1529,35.3859,326,20
"00045",-89.2397,35.4937,84,20
"00046",-89.1973,35.3587,178,20
"00047",-89.1455,35.6297,306,20
"00048",-89.0173,35.8483,345,20
"00049",-89.1967,35.5566,109,20
"00050",-89.2352,35.7719,154,20
"00051",-89.2042,35.771,621,20
"00052",-89.086,35.853,279,20
"00053",-89.1799,35.7098,436,20
"00054",-88.9992,35.831,432,20
"00055",-89.1778,35.6335,445,20
"00056",-89.2207,35.6651,19,20
"00057",-89.1765,35.8377,23,20
"00058",-89.036,35.7318,334,20
"00059",-89.1634,35.7484,768,20
"00060",-89.2257,35.593,222,20
"00061",-89.2917,35.6443,351,20
"00062",-89.0954,35.5475,358,20
"00063",-89.3078,35.5092,260,20
"00064",-89.1118,35.7055,30,20
"00065",-89.0226,35.7595,10,20
"00066",-89.0607,35.8091,51,20
"00067",-89.267,35.5032,173,20
"00068",-89.2425,35.1827,486,20
"00069",-89.2483,35.8276,221,20
"00070",-89.2538,35.4718,78,20
"00071",-88.9733,35.8998,79,20
"00072",-89.195,35.4761,77,20
"00073",-89.2379,35.3036,112,20
"00074",-89.1937,35.4213,357,20
"00075",-89.1519,35.5507,538,20
"00076",-89.14,35.302,509,20
"00077",-89.2911,35.34,506,20
"00078",-89.1484,35.4743,280,20
"00079",-89.1761,35.6184,188,20
"00080",-89.2632,35.3775,341,20
"00081",-88.9056,35.884,621,20
"00082",-89.1902,35.5154,290,20
"00083",-89.2172,35.2857,388,20
"00084",-89.0792,35.7109,665,20
"00085",-89.0983,35.6734,449,20
"00086",-89.0969,35.6085,407,20
"00087",-89.1348,35.5082,211,20
"00088",-88.9089,35.96,529,20
"00089",-89.0165,35.5181,7,20
"00090",-89.2212,35.3874,99,20
"00091",-89.1617,35.2488,255,20
"00092",-89.2046,35.2742,176,20
"00093",-89.2283,35.3462,249,20
"00094",-89.0446,35.4626,197,20
"00095",-89.2219,35.0764,30,20
"00096",-89.2365,35.2463,328,20
"00097",-89.0795,35.5426,528,20
"00098",-89.1422,35.5082,9,20
"00099",-89.1304,35.6103,549,20
"00100",-89.2164,35.488,26,20
"END",NA,NA,NA,20
"00001",-89.3243,36.2522,685,21
"00002",-89.1671,35.7953,90,21
"00003",-89.4427,36.064,148,21
"00004",-89.303,35.687,753,21
"00005",-88.9253,36.1487,502,21
"00006",-88.9586,36.1285,659,21
"00007",-89.2881,35.8748,20,21
"00008",-88.9386,36.1316,606,21
"00009",-89.2816,35.9332,487,21
"00010",-89.307,35.8409,504,21
"00011",-89.2301,35.7702,540,21
"00012",-89.1412,35.8907,181,21
"00013",-89.1001,36.0786,592,21
"00014",-89.0856,36.0525,444,21
"00015",-89.094,35.8633,237,21
"00016",-89.1299,36.1001,418,21
"00017",-88.9898,36.357,467,21
"00018",-89.1317,35.8172,205,21
"00019",-89.3866,36.0498,398,21
"00020",-89.0745,36.0081,53,21
"00021",-89.1751,35.9088,45,21
"00022",-89.2762,35.8169,488,21
"00023",-89.0095,35.9676,261,21
"00024",-89.0549,36.0832,526,21
"00025",-89.0262,36.1129,693,21
"00026",-89.1687,36.0432,227,21
"00027",-89.2668,35.7104,2,21
"00028",-89.3994,35.6163,496,21
"00029",-89.2606,35.8144,265,21
"00030",-89.2216,36.1198,688,21
"00031",-89.2112,35.516,709,21
"00032",-89.1953,36.0399,129,21
"00033",-89.3564,35.6175,154,21
"00034",-89.3197,35.6524,269,21
"00035",-89.375,35.5965,42,21
"00036",-89.3533,35.751,365,21
"00037",-89.2177,35.8443,490,21
"00038",-89.2145,35.5411,297,21
"00039",-89.3136,35.6795,80,21
"00040",-89.2158,35.7396,456,21
"00041",-89.0912,36.0803,617,21
"00042",-89.2413,35.9136,36,21
"00043",-89.2752,35.5315,211,21
"00044",-89.1786,35.608,437,21
"00045",-89.3337,35.6855,355,21
"00046",-89.2741,35.5688,319,21
"00047",-89.1676,35.8516,21,21
"00048",-89.038,36.0721,255,21
"00049",-89.3078,35.7281,187,21
"00050",-89.3622,36.0003,306,21
"00051",-89.1538,36.0774,588,21
"00052",-89.1339,36.0843,220,21
"00053",-89.1833,35.9718,157,21
"00054",-88.9943,36.0749,540,21
"00055",-89.1682,35.8868,590,21
"00056",-89.3184,35.838,281,21
"00057",-89.2477,36.0293,293,21
"00058",-89.0704,35.9418,409,21
"00059",-89.1063,36.0533,932,21
"00060",-89.2821,35.7999,333,21
"00061",-89.3263,35.8934,90,21
"00062",-89.0999,35.7665,114,21
"00063",-89.3861,35.7266,167,21
"00064",-89.2203,35.897,160,21
"00065",-89.0647,35.9567,536,21
"00066",-89.1613,35.9783,78,21
"00067",-89.3619,35.6779,178,21
"00068",-89.2285,35.4378,582,21
"00069",-89.329,36.0211,10,21
"00070",-89.3401,35.6701,378,21
"00071",-89.0455,36.0814,162,21
"00072",-89.2821,35.6384,476,21
"00073",-89.325,35.475,166,21
"00074",-89.2161,35.6505,493,21
"00075",-89.134,35.8082,784,21
"00076",-89.1257,35.5619,38,21
"00077",-89.2899,35.5995,550,21
"00078",-89.2112,35.6911,274,21
"00079",-89.2643,35.8184,391,21
"00080",-89.3093,35.5948,457,21
"00081",-88.864,36.1712,539,21
"00082",-89.2395,35.7322,83,21
"00083",-89.2413,35.5145,453,21
"00084",-89.0301,35.9961,676,21
"00085",-89.1039,35.904,642,21
"00086",-89.0998,35.8386,500,21
"00087",-89.205,35.6909,365,21
"00088",-88.8844,36.2252,492,21
"00089",-89.093,35.6792,207,21
"00090",-89.3237,35.5733,187,21
"00091",-89.2237,35.4377,512,21
"00092",-89.3062,35.4382,318,21
"00093",-89.2749,35.5497,482,21
"00094",-89.122,35.6527,163,21
"00095",-89.324,35.235,352,21
"00096",-89.2563,35.4738,556,21
"00097",-89.0521,35.8131,583,21
"00098",-89.231,35.7002,5,21
"00099",-89.0987,35.8787,554,21
"00100",-89.3235,35.6563,235,21
"END",NA,NA,NA,21
"00001",-89.2981,36.5963,699,22
"00002",-89.2776,36.0089,346,22
"00003",-89.5771,36.2697,592,22
"00004",-89.2534,35.9898,472,22
"00005",-88.9113,36.4012,544,22
"00006",-88.906,36.4345,717,22
"00007",-89.4076,36.063,42,22
"00008",-88.9024,36.428,688,22
"00009",-89.2825,36.2274,353,22
"00010",-89.3075,36.1239,46,22
"00011",-89.2093,36.0287,795,22
"00012",-89.2196,36.0924,199,22
"00013",-89.0623,36.3712,417,22
"00014",-89.1111,36.312,286,22
"00015",-89.1493,36.0658,473,22
"00016",-89.1482,36.3534,398,22
"00017",-88.9916,36.6338,559,22
"00018",-89.2115,36.0048,242,22
"00019",-89.4394,36.3135,147,22
"00020",-89.1723,36.1299,347,22
"00021",-89.279,36.0907,8,22
"00022",-89.2788,36.0955,210,22
"00023",-89.0751,36.1798,454,22
"00024",-89.0388,36.3599,519,22
"00025",-88.9768,36.4201,579,22
"00026",-89.2072,36.2417,87,22
"00027",-89.3853,35.9035,385,22
"00028",-89.4108,35.8872,514,22
"00029",-89.2983,36.0294,282,22
"00030",-89.1999,36.4229,741,22
"00031",-89.1597,35.8057,913,22
"00032",-89.319,36.2706,431,22
"00033",-89.4385,35.8058,383,22
"00034",-89.4231,35.8447,470,22
"00035",-89.4986,35.7616,97,22
"00036",-89.401,36.0124,515,22
"00037",-89.2335,36.1229,653,22
"00038",-89.2557,35.7794,305,22
"00039",-89.4171,35.8343,119,22
"00040",-89.2336,36.0049,144,22
"00041",-89.0519,36.3846,503,22
"00042",-89.4059,36.0995,313,22
"00043",-89.3546,35.7164,56,22
"00044",-89.1879,35.8576,536,22
"00045",-89.363,35.9328,123,22
"00046",-89.3323,35.8117,44,22
"00047",-89.2301,36.0295,388,22
"00048",-89.0895,36.2741,363,22
"00049",-89.3942,35.9241,427,22
"00050",-89.4314,36.243,467,22
"00051",-89.1128,36.3987,502,22
"00052",-89.2322,36.3038,110,22
"00053",-89.2546,36.1741,420,22
"00054",-88.9675,36.3616,524,22
"00055",-89.1293,36.1873,567,22
"00056",-89.394,36.0528,275,22
"00057",-89.275,36.2718,545,22
"00058",-89.0932,36.1811,520,22
"00059",-89.0344,36.3835,969,22
"00060",-89.3281,36.0218,629,22
"00061",-89.4383,36.091,197,22
"00062",-89.1769,35.9518,176,22
"00063",-89.4908,35.9134,160,22
"00064",-89.3122,36.1002,189,22
"00065",-89.0187,36.2542,476,22
"00066",-89.2809,36.1365,13,22
"00067",-89.4718,35.8507,188,22
"00068",-89.2032,35.7338,698,22
"00069",-89.4306,36.2038,32,22
"00070",-89.3666,35.9339,498,22
"00071",-89.1155,36.2648,52,22
"00072",-89.2711,35.8951,700,22
"00073",-89.408,35.6237,251,22
"00074",-89.2048,35.9187,630,22
"00075",-89.0848,36.1123,914,22
"00076",-89.2277,35.752,483,22
"00077",-89.2827,35.8837,762,22
"00078",-89.2682,35.928,31,22
"00079",-89.3029,36.0707,406,22
"00080",-89.3248,35.8553,388,22
"00081",-88.8483,36.4535,731,22
"00082",-89.347,35.9188,70,22
"00083",-89.2458,35.7751,484,22
"00084",-88.9803,36.2997,546,22
"00085",-89.0631,36.1947,874,22
"00086",-89.0959,36.1099,597,22
"00087",-89.2457,35.9243,407,22
"00088",-88.8827,36.4984,281,22
"00089",-89.1806,35.883,427,22
"00090",-89.4052,35.7789,333,22
"00091",-89.225,35.6967,224,22
"00092",-89.3489,35.6501,643,22
"00093",-89.2683,35.8183,407,22
"00094",-89.1897,35.8618,324,22
"00095",-89.3729,35.4501,51,22
"00096",-89.2299,35.7603,664,22
"00097",-89.0256,36.1098,297,22
"00098",-89.3136,35.9015,52,22
"00099",-89.0699,36.1649,246,22
"00100",-89.3769,35.8531,205,22
"END",NA,NA,NA,22
"00001",-89.2607,36.9568,723,23
"00002",-89.3205,36.2807,772,23
"00003",-89.5834,36.6142,390,23
"00004",-89.2667,36.2678,687,23
"00005",-88.8922,36.6856,412,23
"00006",-88.8535,36.7659,918,23
"00007",-89.5267,36.2681,223,23
"00008",-88.8613,36.7585,33,23
"00009",-89.3261,36.4934,399,23
